id,first_name,last_name,email,phone,city,country,devices
892,Sydney,Pratt,Sydney.Pratt@example.com,297-838-1084,Toronto, Canada,"['Desktop', 'Iphone']"
893,Benjamin,Riddle,Benjamin.Riddle@example.com,835-645-8652,Toronto, Canada,"['Android', 'Desktop']"
898,Alana,Koch,Alana.Koch@example.com,576-828-7913,Barcelona, Spain,"['Desktop', 'Iphone']"
904,Martin,Perry,Martin.Perry@example.com,586-420-6418,Paris, France,"['Android', 'Iphone']"
905,Cory,Case,Cory.Case@example.com,406-161-3681,London, United Kingdom,['Android']
906,Astrid,Miles,Astrid.Miles@example.com,473-411-8478,Paris, France,"['Desktop', 'Iphone']"
909,Tyler,Vasquez,Tyler.Vasquez@example.com,899-668-7177,London, United Kingdom,['Iphone']
917,Carol,Russo,Carol.Russo@example.com,192-156-9508,Toronto, Canada,"['Android', 'Desktop']"
918,William,Franco,William.Franco@example.com,196-468-3312,Toronto, Canada,"['Android', 'Iphone']"
921,Hollie,Escobar,Hollie.Escobar@example.com,978-312-6279,London, United Kingdom,"['Android', 'Desktop', 'Iphone']"
922,Luisa,Haley,Luisa.Haley@example.com,916-879-3164,Barcelona, Spain,"['Desktop', 'Iphone']"
923,Russell,Long,Russell.Long@example.com,399-959-7203,Montreal, Canada,"['Android', 'Desktop', 'Iphone']"
946,Lacie,Mayer,Lacie.Mayer@example.com,412-562-8215,Toronto, Canada,"['Android', 'Iphone']"
949,Sufyaan,Villanueva,Sufyaan.Villanueva@example.com,882-282-1419,Toronto, Canada,['Android']
952,Humaira,Quinn,Humaira.Quinn@example.com,623-887-1255,London, United Kingdom,['Desktop']
953,Zaynab,Davila,Zaynab.Davila@example.com,767-906-5124,Toronto, Canada,['Iphone']
962,Isobella,Gilbert,Isobella.Gilbert@example.com,717-961-9368,Barcelona, Spain,"['Android', 'Desktop']"
967,Emilio,Stevenson,Emilio.Stevenson@example.com,293-399-2353,Toronto, Canada,['Android']
969,Layla,Roth,Layla.Roth@example.com,812-207-8855,Montreal, Canada,"['Android', 'Iphone']"
975,Zachary,Rubio,Zachary.Rubio@example.com,971-477-1542,Montreal, Canada,"['Android', 'Desktop', 'Iphone']"
977,Anita,Skinner,Anita.Skinner@example.com,885-134-1740,Barcelona, Spain,"['Android', 'Iphone']"
980,Kacie,Lester,Kacie.Lester@example.com,673-651-6332,Toronto, Canada,['Android']
982,Myles,Sharpe,Myles.Sharpe@example.com,420-682-4722,Toronto, Canada,['Iphone']
983,Nicola,Davenport,Nicola.Davenport@example.com,335-679-5225,Toronto, Canada,"['Desktop', 'Iphone']"
985,Lloyd,Robbins,Lloyd.Robbins@example.com,603-494-3648,London, United Kingdom,"['Desktop', 'Iphone']"
987,Caitlyn,Lawson,Caitlyn.Lawson@example.com,470-723-2187,Paris, France,"['Desktop', 'Iphone']"
991,Marion,Webster,Marion.Webster@example.com,169-218-9165,Toronto, Canada,"['Desktop', 'Iphone']"
993,Jayson,Sutton,Jayson.Sutton@example.com,289-775-9088,Montreal, Canada,"['Desktop', 'Iphone']"
994,Inaaya,Bruce,Inaaya.Bruce@example.com,780-773-8755,London, United Kingdom,"['Android', 'Desktop']"
995,Raja,Reeves,Raja.Reeves@example.com,990-569-7356,Montreal, Canada,"['Android', 'Iphone']"
996,Maria,Stephens,Maria.Stephens@example.com,798-578-4631,Toronto, Canada,"['Android', 'Iphone']"
998,Fatimah,Johns,Fatimah.Johns@example.com,520-433-7411,London, United Kingdom,['Iphone']
